NULL (U+0000)	00
弢	CJK COMPATIBILITY IDEOGRAPH-2F895 (U+2F895)	f0afa295
㣇	CJK COMPATIBILITY IDEOGRAPH-2F896 (U+2F896)	f0afa296
𣊸	CJK COMPATIBILITY IDEOGRAPH-2F897 (U+2F897)	f0afa297
𦇚	CJK COMPATIBILITY IDEOGRAPH-2F898 (U+2F898)	f0afa298
形	CJK COMPATIBILITY IDEOGRAPH-2F899 (U+2F899)	f0afa299
彫	CJK COMPATIBILITY IDEOGRAPH-2F89A (U+2F89A)	f0afa29a
㣣	CJK COMPATIBILITY IDEOGRAPH-2F89B (U+2F89B)	f0afa29b
徚	CJK COMPATIBILITY IDEOGRAPH-2F89C (U+2F89C)	f0afa29c
忍	CJK COMPATIBILITY IDEOGRAPH-2F89D (U+2F89D)	f0afa29d
志	CJK COMPATIBILITY IDEOGRAPH-2F89E (U+2F89E)	f0afa29e
忹	CJK COMPATIBILITY IDEOGRAPH-2F89F (U+2F89F)	f0afa29f
悁	CJK COMPATIBILITY IDEOGRAPH-2F8A0 (U+2F8A0)	f0afa2a0
㤺	CJK COMPATIBILITY IDEOGRAPH-2F8A1 (U+2F8A1)	f0afa2a1
㤜	CJK COMPATIBILITY IDEOGRAPH-2F8A2 (U+2F8A2)	f0afa2a2
悔	CJK COMPATIBILITY IDEOGRAPH-2F8A3 (U+2F8A3)	f0afa2a3
𢛔	CJK COMPATIBILITY IDEOGRAPH-2F8A4 (U+2F8A4)	f0afa2a4
惇	CJK COMPATIBILITY IDEOGRAPH-2F8A5 (U+2F8A5)	f0afa2a5
慈	CJK COMPATIBILITY IDEOGRAPH-2F8A6 (U+2F8A6)	f0afa2a6
慌	CJK COMPATIBILITY IDEOGRAPH-2F8A7 (U+2F8A7)	f0afa2a7
慎	CJK COMPATIBILITY IDEOGRAPH-2F8A8 (U+2F8A8)	f0afa2a8
慌	CJK COMPATIBILITY IDEOGRAPH-2F8A9 (U+2F8A9)	f0afa2a9
慺	CJK COMPATIBILITY IDEOGRAPH-2F8AA (U+2F8AA)	f0afa2aa
憎	CJK COMPATIBILITY IDEOGRAPH-2F8AB (U+2F8AB)	f0afa2ab
憲	CJK COMPATIBILITY IDEOGRAPH-2F8AC (U+2F8AC)	f0afa2ac
憤	CJK COMPATIBILITY IDEOGRAPH-2F8AD (U+2F8AD)	f0afa2ad
憯	CJK COMPATIBILITY IDEOGRAPH-2F8AE (U+2F8AE)	f0afa2ae
懞	CJK COMPATIBILITY IDEOGRAPH-2F8AF (U+2F8AF)	f0afa2af
懲	CJK COMPATIBILITY IDEOGRAPH-2F8B0 (U+2F8B0)	f0afa2b0
懶	CJK COMPATIBILITY IDEOGRAPH-2F8B1 (U+2F8B1)	f0afa2b1
成	CJK COMPATIBILITY IDEOGRAPH-2F8B2 (U+2F8B2)	f0afa2b2
戛	CJK COMPATIBILITY IDEOGRAPH-2F8B3 (U+2F8B3)	f0afa2b3
扝	CJK COMPATIBILITY IDEOGRAPH-2F8B4 (U+2F8B4)	f0afa2b4
抱	CJK COMPATIBILITY IDEOGRAPH-2F8B5 (U+2F8B5)	f0afa2b5
拔	CJK COMPATIBILITY IDEOGRAPH-2F8B6 (U+2F8B6)	f0afa2b6
捐	CJK COMPATIBILITY IDEOGRAPH-2F8B7 (U+2F8B7)	f0afa2b7
𢬌	CJK COMPATIBILITY IDEOGRAPH-2F8B8 (U+2F8B8)	f0afa2b8
挽	CJK COMPATIBILITY IDEOGRAPH-2F8B9 (U+2F8B9)	f0afa2b9
拼	CJK COMPATIBILITY IDEOGRAPH-2F8BA (U+2F8BA)	f0afa2ba
捨	CJK COMPATIBILITY IDEOGRAPH-2F8BB (U+2F8BB)	f0afa2bb
掃	CJK COMPATIBILITY IDEOGRAPH-2F8BC (U+2F8BC)	f0afa2bc
揤	CJK COMPATIBILITY IDEOGRAPH-2F8BD (U+2F8BD)	f0afa2bd
𢯱	CJK COMPATIBILITY IDEOGRAPH-2F8BE (U+2F8BE)	f0afa2be
搢	CJK COMPATIBILITY IDEOGRAPH-2F8BF (U+2F8BF)	f0afa2bf
揅	CJK COMPATIBILITY IDEOGRAPH-2F8C0 (U+2F8C0)	f0afa380
掩	CJK COMPATIBILITY IDEOGRAPH-2F8C1 (U+2F8C1)	f0afa381
㨮	CJK COMPATIBILITY IDEOGRAPH-2F8C2 (U+2F8C2)	f0afa382
摩	CJK COMPATIBILITY IDEOGRAPH-2F8C3 (U+2F8C3)	f0afa383
摾	CJK COMPATIBILITY IDEOGRAPH-2F8C4 (U+2F8C4)	f0afa384
撝	CJK COMPATIBILITY IDEOGRAPH-2F8C5 (U+2F8C5)	f0afa385
摷	CJK COMPATIBILITY IDEOGRAPH-2F8C6 (U+2F8C6)	f0afa386
㩬	CJK COMPATIBILITY IDEOGRAPH-2F8C7 (U+2F8C7)	f0afa387
敏	CJK COMPATIBILITY IDEOGRAPH-2F8C8 (U+2F8C8)	f0afa388
敬	CJK COMPATIBILITY IDEOGRAPH-2F8C9 (U+2F8C9)	f0afa389
𣀊	CJK COMPATIBILITY IDEOGRAPH-2F8CA (U+2F8CA)	f0afa38a
旣	CJK COMPATIBILITY IDEOGRAPH-2F8CB (U+2F8CB)	f0afa38b
書	CJK COMPATIBILITY IDEOGRAPH-2F8CC (U+2F8CC)	f0afa38c
晉	CJK COMPATIBILITY IDEOGRAPH-2F8CD (U+2F8CD)	f0afa38d
㬙	CJK COMPATIBILITY IDEOGRAPH-2F8CE (U+2F8CE)	f0afa38e
暑	CJK COMPATIBILITY IDEOGRAPH-2F8CF (U+2F8CF)	f0afa38f
㬈	CJK COMPATIBILITY IDEOGRAPH-2F8D0 (U+2F8D0)	f0afa390
㫤	CJK COMPATIBILITY IDEOGRAPH-2F8D1 (U+2F8D1)	f0afa391
冒	CJK COMPATIBILITY IDEOGRAPH-2F8D2 (U+2F8D2)	f0afa392
冕	CJK COMPATIBILITY IDEOGRAPH-2F8D3 (U+2F8D3)	f0afa393
最	CJK COMPATIBILITY IDEOGRAPH-2F8D4 (U+2F8D4)	f0afa394
暜	CJK COMPATIBILITY IDEOGRAPH-2F8D5 (U+2F8D5)	f0afa395
肭	CJK COMPATIBILITY IDEOGRAPH-2F8D6 (U+2F8D6)	f0afa396
䏙	CJK COMPATIBILITY IDEOGRAPH-2F8D7 (U+2F8D7)	f0afa397
朗	CJK COMPATIBILITY IDEOGRAPH-2F8D8 (U+2F8D8)	f0afa398
望	CJK COMPATIBILITY IDEOGRAPH-2F8D9 (U+2F8D9)	f0afa399
朡	CJK COMPATIBILITY IDEOGRAPH-2F8DA (U+2F8DA)	f0afa39a
杞	CJK COMPATIBILITY IDEOGRAPH-2F8DB (U+2F8DB)	f0afa39b
杓	CJK COMPATIBILITY IDEOGRAPH-2F8DC (U+2F8DC)	f0afa39c
𣏃	CJK COMPATIBILITY IDEOGRAPH-2F8DD (U+2F8DD)	f0afa39d
㭉	CJK COMPATIBILITY IDEOGRAPH-2F8DE (U+2F8DE)	f0afa39e
柺	CJK COMPATIBILITY IDEOGRAPH-2F8DF (U+2F8DF)	f0afa39f
枅	CJK COMPATIBILITY IDEOGRAPH-2F8E0 (U+2F8E0)	f0afa3a0
桒	CJK COMPATIBILITY IDEOGRAPH-2F8E1 (U+2F8E1)	f0afa3a1
梅	CJK COMPATIBILITY IDEOGRAPH-2F8E2 (U+2F8E2)	f0afa3a2
𣑭	CJK COMPATIBILITY IDEOGRAPH-2F8E3 (U+2F8E3)	f0afa3a3
梎	CJK COMPATIBILITY IDEOGRAPH-2F8E4 (U+2F8E4)	f0afa3a4
栟	CJK COMPATIBILITY IDEOGRAPH-2F8E5 (U+2F8E5)	f0afa3a5
椔	CJK COMPATIBILITY IDEOGRAPH-2F8E6 (U+2F8E6)	f0afa3a6
㮝	CJK COMPATIBILITY IDEOGRAPH-2F8E7 (U+2F8E7)	f0afa3a7
楂	CJK COMPATIBILITY IDEOGRAPH-2F8E8 (U+2F8E8)	f0afa3a8
榣	CJK COMPATIBILITY IDEOGRAPH-2F8E9 (U+2F8E9)	f0afa3a9
槪	CJK COMPATIBILITY IDEOGRAPH-2F8EA (U+2F8EA)	f0afa3aa
檨	CJK COMPATIBILITY IDEOGRAPH-2F8EB (U+2F8EB)	f0afa3ab
𣚣	CJK COMPATIBILITY IDEOGRAPH-2F8EC (U+2F8EC)	f0afa3ac
櫛	CJK COMPATIBILITY IDEOGRAPH-2F8ED (U+2F8ED)	f0afa3ad
㰘	CJK COMPATIBILITY IDEOGRAPH-2F8EE (U+2F8EE)	f0afa3ae
次	CJK COMPATIBILITY IDEOGRAPH-2F8EF (U+2F8EF)	f0afa3af
𣢧	CJK COMPATIBILITY IDEOGRAPH-2F8F0 (U+2F8F0)	f0afa3b0
歔	CJK COMPATIBILITY IDEOGRAPH-2F8F1 (U+2F8F1)	f0afa3b1
㱎	CJK COMPATIBILITY IDEOGRAPH-2F8F2 (U+2F8F2)	f0afa3b2
歲	CJK COMPATIBILITY IDEOGRAPH-2F8F3 (U+2F8F3)	f0afa3b3
殟	CJK COMPATIBILITY IDEOGRAPH-2F8F4 (U+2F8F4)	f0afa3b4
殺	CJK COMPATIBILITY IDEOGRAPH-2F8F5 (U+2F8F5)	f0afa3b5
殻	CJK COMPATIBILITY IDEOGRAPH-2F8F6 (U+2F8F6)	f0afa3b6
𣪍	CJK COMPATIBILITY IDEOGRAPH-2F8F7 (U+2F8F7)	f0afa3b7
𡴋	CJK COMPATIBILITY IDEOGRAPH-2F8F8 (U+2F8F8)	f0afa3b8
𣫺	CJK COMPATIBILITY IDEOGRAPH-2F8F9 (U+2F8F9)	f0afa3b9
汎	CJK COMPATIBILITY IDEOGRAPH-2F8FA (U+2F8FA)	f0afa3ba
𣲼	CJK COMPATIBILITY IDEOGRAPH-2F8FB (U+2F8FB)	f0afa3bb
沿	CJK COMPATIBILITY IDEOGRAPH-2F8FC (U+2F8FC)	f0afa3bc
泍	CJK COMPATIBILITY IDEOGRAPH-2F8FD (U+2F8FD)	f0afa3bd
汧	CJK COMPATIBILITY IDEOGRAPH-2F8FE (U+2F8FE)	f0afa3be
洖	CJK COMPATIBILITY IDEOGRAPH-2F8FF (U+2F8FF)	f0afa3bf
派	CJK COMPATIBILITY IDEOGRAPH-2F900 (U+2F900)	f0afa480
海	CJK COMPATIBILITY IDEOGRAPH-2F901 (U+2F901)	f0afa481
流	CJK COMPATIBILITY IDEOGRAPH-2F902 (U+2F902)	f0afa482
浩	CJK COMPATIBILITY IDEOGRAPH-2F903 (U+2F903)	f0afa483
浸	CJK COMPATIBILITY IDEOGRAPH-2F904 (U+2F904)	f0afa484
涅	CJK COMPATIBILITY IDEOGRAPH-2F905 (U+2F905)	f0afa485
𣴞	CJK COMPATIBILITY IDEOGRAPH-2F906 (U+2F906)	f0afa486
洴	CJK COMPATIBILITY IDEOGRAPH-2F907 (U+2F907)	f0afa487
港	CJK COMPATIBILITY IDEOGRAPH-2F908 (U+2F908)	f0afa488
湮	CJK COMPATIBILITY IDEOGRAPH-2F909 (U+2F909)	f0afa489
㴳	CJK COMPATIBILITY IDEOGRAPH-2F90A (U+2F90A)	f0afa48a
滋	CJK COMPATIBILITY IDEOGRAPH-2F90B (U+2F90B)	f0afa48b
滇	CJK COMPATIBILITY IDEOGRAPH-2F90C (U+2F90C)	f0afa48c
𣻑	CJK COMPATIBILITY IDEOGRAPH-2F90D (U+2F90D)	f0afa48d
淹	CJK COMPATIBILITY IDEOGRAPH-2F90E (U+2F90E)	f0afa48e
潮	CJK COMPATIBILITY IDEOGRAPH-2F90F (U+2F90F)	f0afa48f
𣽞	CJK COMPATIBILITY IDEOGRAPH-2F910 (U+2F910)	f0afa490
𣾎	CJK COMPATIBILITY IDEOGRAPH-2F911 (U+2F911)	f0afa491
濆	CJK COMPATIBILITY IDEOGRAPH-2F912 (U+2F912)	f0afa492
瀹	CJK COMPATIBILITY IDEOGRAPH-2F913 (U+2F913)	f0afa493
瀞	CJK COMPATIBILITY IDEOGRAPH-2F914 (U+2F914)	f0afa494
瀛	CJK COMPATIBILITY IDEOGRAPH-2F915 (U+2F915)	f0afa495
㶖	CJK COMPATIBILITY IDEOGRAPH-2F916 (U+2F916)	f0afa496
灊	CJK COMPATIBILITY IDEOGRAPH-2F917 (U+2F917)	f0afa497
災	CJK COMPATIBILITY IDEOGRAPH-2F918 (U+2F918)	f0afa498
灷	CJK COMPATIBILITY IDEOGRAPH-2F919 (U+2F919)	f0afa499
炭	CJK COMPATIBILITY IDEOGRAPH-2F91A (U+2F91A)	f0afa49a
𠔥	CJK COMPATIBILITY IDEOGRAPH-2F91B (U+2F91B)	f0afa49b
煅	CJK COMPATIBILITY IDEOGRAPH-2F91C (U+2F91C)	f0afa49c
𤉣	CJK COMPATIBILITY IDEOGRAPH-2F91D (U+2F91D)	f0afa49d
熜	CJK COMPATIBILITY IDEOGRAPH-2F91E (U+2F91E)	f0afa49e
𤎫	CJK COMPATIBILITY IDEOGRAPH-2F91F (U+2F91F)	f0afa49f
爨	CJK COMPATIBILITY IDEOGRAPH-2F920 (U+2F920)	f0afa4a0
爵	CJK COMPATIBILITY IDEOGRAPH-2F921 (U+2F921)	f0afa4a1
牐	CJK COMPATIBILITY IDEOGRAPH-2F922 (U+2F922)	f0afa4a2
𤘈	CJK COMPATIBILITY IDEOGRAPH-2F923 (U+2F923)	f0afa4a3
犀	CJK COMPATIBILITY IDEOGRAPH-2F924 (U+2F924)	f0afa4a4
犕	CJK COMPATIBILITY IDEOGRAPH-2F925 (U+2F925)	f0afa4a5
𤜵	CJK COMPATIBILITY IDEOGRAPH-2F926 (U+2F926)	f0afa4a6
𤠔	CJK COMPATIBILITY IDEOGRAPH-2F927 (U+2F927)	f0afa4a7
獺	CJK COMPATIBILITY IDEOGRAPH-2F928 (U+2F928)	f0afa4a8
王	CJK COMPATIBILITY IDEOGRAPH-2F929 (U+2F929)	f0afa4a9
㺬	CJK COMPATIBILITY IDEOGRAPH-2F92A (U+2F92A)	f0afa4aa
玥	CJK COMPATIBILITY IDEOGRAPH-2F92B (U+2F92B)	f0afa4ab
㺸	CJK COMPATIBILITY IDEOGRAPH-2F92C (U+2F92C)	f0afa4ac
㺸	CJK COMPATIBILITY IDEOGRAPH-2F92D (U+2F92D)	f0afa4ad
瑇	CJK COMPATIBILITY IDEOGRAPH-2F92E (U+2F92E)	f0afa4ae
瑜	CJK COMPATIBILITY IDEOGRAPH-2F92F (U+2F92F)	f0afa4af
瑱	CJK COMPATIBILITY IDEOGRAPH-2F930 (U+2F930)	f0afa4b0
璅	CJK COMPATIBILITY IDEOGRAPH-2F931 (U+2F931)	f0afa4b1
瓊	CJK COMPATIBILITY IDEOGRAPH-2F932 (U+2F932)	f0afa4b2
㼛	CJK COMPATIBILITY IDEOGRAPH-2F933 (U+2F933)	f0afa4b3
甤	CJK COMPATIBILITY IDEOGRAPH-2F934 (U+2F934)	f0afa4b4
𤰶	CJK COMPATIBILITY IDEOGRAPH-2F935 (U+2F935)	f0afa4b5
甾	CJK COMPATIBILITY IDEOGRAPH-2F936 (U+2F936)	f0afa4b6
𤲒	CJK COMPATIBILITY IDEOGRAPH-2F937 (U+2F937)	f0afa4b7
異	CJK COMPATIBILITY IDEOGRAPH-2F938 (U+2F938)	f0afa4b8
𢆟	CJK COMPATIBILITY IDEOGRAPH-2F939 (U+2F939)	f0afa4b9
瘐	CJK COMPATIBILITY IDEOGRAPH-2F93A (U+2F93A)	f0afa4ba
𤾡	CJK COMPATIBILITY IDEOGRAPH-2F93B (U+2F93B)	f0afa4bb
𤾸	CJK COMPATIBILITY IDEOGRAPH-2F93C (U+2F93C)	f0afa4bc
𥁄	CJK COMPATIBILITY IDEOGRAPH-2F93D (U+2F93D)	f0afa4bd
㿼	CJK COMPATIBILITY IDEOGRAPH-2F93E (U+2F93E)	f0afa4be
䀈	CJK COMPATIBILITY IDEOGRAPH-2F93F (U+2F93F)	f0afa4bf
直	CJK COMPATIBILITY IDEOGRAPH-2F940 (U+2F940)	f0afa580
𥃳	CJK COMPATIBILITY IDEOGRAPH-2F941 (U+2F941)	f0afa581
𥃲	CJK COMPATIBILITY IDEOGRAPH-2F942 (U+2F942)	f0afa582
𥄙	CJK COMPATIBILITY IDEOGRAPH-2F943 (U+2F943)	f0afa583
𥄳	CJK COMPATIBILITY IDEOGRAPH-2F944 (U+2F944)	f0afa584
眞	CJK COMPATIBILITY IDEOGRAPH-2F945 (U+2F945)	f0afa585
真	CJK COMPATIBILITY IDEOGRAPH-2F946 (U+2F946)	f0afa586
真	CJK COMPATIBILITY IDEOGRAPH-2F947 (U+2F947)	f0afa587
睊	CJK COMPATIBILITY IDEOGRAPH-2F948 (U+2F948)	f0afa588
䀹	CJK COMPATIBILITY IDEOGRAPH-2F949 (U+2F949)	f0afa589
瞋	CJK COMPATIBILITY IDEOGRAPH-2F94A (U+2F94A)	f0afa58a
䁆	CJK COMPATIBILITY IDEOGRAPH-2F94B (U+2F94B)	f0afa58b
䂖	CJK COMPATIBILITY IDEOGRAPH-2F94C (U+2F94C)	f0afa58c
𥐝	CJK COMPATIBILITY IDEOGRAPH-2F94D (U+2F94D)	f0afa58d
硎	CJK COMPATIBILITY IDEOGRAPH-2F94E (U+2F94E)	f0afa58e
碌	CJK COMPATIBILITY IDEOGRAPH-2F94F (U+2F94F)	f0afa58f
磌	CJK COMPATIBILITY IDEOGRAPH-2F950 (U+2F950)	f0afa590
䃣	CJK COMPATIBILITY IDEOGRAPH-2F951 (U+2F951)	f0afa591
𥘦	CJK COMPATIBILITY IDEOGRAPH-2F952 (U+2F952)	f0afa592
祖	CJK COMPATIBILITY IDEOGRAPH-2F953 (U+2F953)	f0afa593
𥚚	CJK COMPATIBILITY IDEOGRAPH-2F954 (U+2F954)	f0afa594
𥛅	CJK COMPATIBILITY IDEOGRAPH-2F955 (U+2F955)	f0afa595
福	CJK COMPATIBILITY IDEOGRAPH-2F956 (U+2F956)	f0afa596
秫	CJK COMPATIBILITY IDEOGRAPH-2F957 (U+2F957)	f0afa597
䄯	CJK COMPATIBILITY IDEOGRAPH-2F958 (U+2F958)	f0afa598
穀	CJK COMPATIBILITY IDEOGRAPH-2F959 (U+2F959)	f0afa599
穊	CJK COMPATIBILITY IDEOGRAPH-2F95A (U+2F95A)	f0afa59a
穏	CJK COMPATIBILITY IDEOGRAPH-2F95B (U+2F95B)	f0afa59b
𥥼	CJK COMPATIBILITY IDEOGRAPH-2F95C (U+2F95C)	f0afa59c
𥪧	CJK COMPATIBILITY IDEOGRAPH-2F95D (U+2F95D)	f0afa59d
𥪧	CJK COMPATIBILITY IDEOGRAPH-2F95E (U+2F95E)	f0afa59e
竮	CJK COMPATIBILITY IDEOGRAPH-2F95F (U+2F95F)	f0afa59f
䈂	CJK COMPATIBILITY IDEOGRAPH-2F960 (U+2F960)	f0afa5a0
𥮫	CJK COMPATIBILITY IDEOGRAPH-2F961 (U+2F961)	f0afa5a1
篆	CJK COMPATIBILITY IDEOGRAPH-2F962 (U+2F962)	f0afa5a2
築	CJK COMPATIBILITY IDEOGRAPH-2F963 (U+2F963)	f0afa5a3
䈧	CJK COMPATIBILITY IDEOGRAPH-2F964 (U+2F964)	f0afa5a4
𥲀	CJK COMPATIBILITY IDEOGRAPH-2F965 (U+2F965)	f0afa5a5
糒	CJK COMPATIBILITY IDEOGRAPH-2F966 (U+2F966)	f0afa5a6
䊠	CJK COMPATIBILITY IDEOGRAPH-2F967 (U+2F967)	f0afa5a7
糨	CJK COMPATIBILITY IDEOGRAPH-2F968 (U+2F968)	f0afa5a8
糣	CJK COMPATIBILITY IDEOGRAPH-2F969 (U+2F969)	f0afa5a9
紀	CJK COMPATIBILITY IDEOGRAPH-2F96A (U+2F96A)	f0afa5aa
𥾆	CJK COMPATIBILITY IDEOGRAPH-2F96B (U+2F96B)	f0afa5ab
絣	CJK COMPATIBILITY IDEOGRAPH-2F96C (U+2F96C)	f0afa5ac
䌁	CJK COMPATIBILITY IDEOGRAPH-2F96D (U+2F96D)	f0afa5ad
緇	CJK COMPATIBILITY IDEOGRAPH-2F96E (U+2F96E)	f0afa5ae
縂	CJK COMPATIBILITY IDEOGRAPH-2F96F (U+2F96F)	f0afa5af
繅	CJK COMPATIBILITY IDEOGRAPH-2F970 (U+2F970)	f0afa5b0
䌴	CJK COMPATIBILITY IDEOGRAPH-2F971 (U+2F971)	f0afa5b1
𦈨	CJK COMPATIBILITY IDEOGRAPH-2F972 (U+2F972)	f0afa5b2
𦉇	CJK COMPATIBILITY IDEOGRAPH-2F973 (U+2F973)	f0afa5b3
䍙	CJK COMPATIBILITY IDEOGRAPH-2F974 (U+2F974)	f0afa5b4
𦋙	CJK COMPATIBILITY IDEOGRAPH-2F975 (U+2F975)	f0afa5b5
罺	CJK COMPATIBILITY IDEOGRAPH-2F976 (U+2F976)	f0afa5b6
𦌾	CJK COMPATIBILITY IDEOGRAPH-2F977 (U+2F977)	f0afa5b7
羕	CJK COMPATIBILITY IDEOGRAPH-2F978 (U+2F978)	f0afa5b8
翺	CJK COMPATIBILITY IDEOGRAPH-2F979 (U+2F979)	f0afa5b9
者	CJK COMPATIBILITY IDEOGRAPH-2F97A (U+2F97A)	f0afa5ba
𦓚	CJK COMPATIBILITY IDEOGRAPH-2F97B (U+2F97B)	f0afa5bb
𦔣	CJK COMPATIBILITY IDEOGRAPH-2F97C (U+2F97C)	f0afa5bc
聠	CJK COMPATIBILITY IDEOGRAPH-2F97D (U+2F97D)	f0afa5bd
𦖨	CJK COMPATIBILITY IDEOGRAPH-2F97E (U+2F97E)	f0afa5be
聰	CJK COMPATIBILITY IDEOGRAPH-2F97F (U+2F97F)	f0afa5bf
𣍟	CJK COMPATIBILITY IDEOGRAPH-2F980 (U+2F980)	f0afa680
䏕	CJK COMPATIBILITY IDEOGRAPH-2F981 (U+2F981)	f0afa681
育	CJK COMPATIBILITY IDEOGRAPH-2F982 (U+2F982)	f0afa682
脃	CJK COMPATIBILITY IDEOGRAPH-2F983 (U+2F983)	f0afa683
䐋	CJK COMPATIBILITY IDEOGRAPH-2F984 (U+2F984)	f0afa684
脾	CJK COMPATIBILITY IDEOGRAPH-2F985 (U+2F985)	f0afa685
媵	CJK COMPATIBILITY IDEOGRAPH-2F986 (U+2F986)	f0afa686
𦞧	CJK COMPATIBILITY IDEOGRAPH-2F987 (U+2F987)	f0afa687
𦞵	CJK COMPATIBILITY IDEOGRAPH-2F988 (U+2F988)	f0afa688
𣎓	CJK COMPATIBILITY IDEOGRAPH-2F989 (U+2F989)	f0afa689
𣎜	CJK COMPATIBILITY IDEOGRAPH-2F98A (U+2F98A)	f0afa68a
舁	CJK COMPATIBILITY IDEOGRAPH-2F98B (U+2F98B)	f0afa68b
舄	CJK COMPATIBILITY IDEOGRAPH-2F98C (U+2F98C)	f0afa68c
辞	CJK COMPATIBILITY IDEOGRAPH-2F98D (U+2F98D)	f0afa68d
䑫	CJK COMPATIBILITY IDEOGRAPH-2F98E (U+2F98E)	f0afa68e
芑	CJK COMPATIBILITY IDEOGRAPH-2F98F (U+2F98F)	f0afa68f
芋	CJK COMPATIBILITY IDEOGRAPH-2F990 (U+2F990)	f0afa690
芝	CJK COMPATIBILITY IDEOGRAPH-2F991 (U+2F991)	f0afa691
劳	CJK COMPATIBILITY IDEOGRAPH-2F992 (U+2F992)	f0afa692
花	CJK COMPATIBILITY IDEOGRAPH-2F993 (U+2F993)	f0afa693
芳	CJK COMPATIBILITY IDEOGRAPH-2F994 (U+2F994)	f0afa694
芽	CJK COMPATIBILITY IDEOGRAPH-2F995 (U+2F995)	f0afa695
苦	CJK COMPATIBILITY IDEOGRAPH-2F996 (U+2F996)	f0afa696
𦬼	CJK COMPATIBILITY IDEOGRAPH-2F997 (U+2F997)	f0afa697
若	CJK COMPATIBILITY IDEOGRAPH-2F998 (U+2F998)	f0afa698
茝	CJK COMPATIBILITY IDEOGRAPH-2F999 (U+2F999)	f0afa699
荣	CJK COMPATIBILITY IDEOGRAPH-2F99A (U+2F99A)	f0afa69a
莭	CJK COMPATIBILITY IDEOGRAPH-2F99B (U+2F99B)	f0afa69b
茣	CJK COMPATIBILITY IDEOGRAPH-2F99C (U+2F99C)	f0afa69c
莽	CJK COMPATIBILITY IDEOGRAPH-2F99D (U+2F99D)	f0afa69d
菧	CJK COMPATIBILITY IDEOGRAPH-2F99E (U+2F99E)	f0afa69e
著	CJK COMPATIBILITY IDEOGRAPH-2F99F (U+2F99F)	f0afa69f
荓	CJK COMPATIBILITY IDEOGRAPH-2F9A0 (U+2F9A0)	f0afa6a0
菊	CJK COMPATIBILITY IDEOGRAPH-2F9A1 (U+2F9A1)	f0afa6a1
菌	CJK COMPATIBILITY IDEOGRAPH-2F9A2 (U+2F9A2)	f0afa6a2
菜	CJK COMPATIBILITY IDEOGRAPH-2F9A3 (U+2F9A3)	f0afa6a3
𦰶	CJK COMPATIBILITY IDEOGRAPH-2F9A4 (U+2F9A4)	f0afa6a4
𦵫	CJK COMPATIBILITY IDEOGRAPH-2F9A5 (U+2F9A5)	f0afa6a5
𦳕	CJK COMPATIBILITY IDEOGRAPH-2F9A6 (U+2F9A6)	f0afa6a6
䔫	CJK COMPATIBILITY IDEOGRAPH-2F9A7 (U+2F9A7)	f0afa6a7
蓱	CJK COMPATIBILITY IDEOGRAPH-2F9A8 (U+2F9A8)	f0afa6a8
蓳	CJK COMPATIBILITY IDEOGRAPH-2F9A9 (U+2F9A9)	f0afa6a9
蔖	CJK COMPATIBILITY IDEOGRAPH-2F9AA (U+2F9AA)	f0afa6aa
𧏊	CJK COMPATIBILITY IDEOGRAPH-2F9AB (U+2F9AB)	f0afa6ab
蕤	CJK COMPATIBILITY IDEOGRAPH-2F9AC (U+2F9AC)	f0afa6ac
𦼬	CJK COMPATIBILITY IDEOGRAPH-2F9AD (U+2F9AD)	f0afa6ad
䕝	CJK COMPATIBILITY IDEOGRAPH-2F9AE (U+2F9AE)	f0afa6ae
䕡	CJK COMPATIBILITY IDEOGRAPH-2F9AF (U+2F9AF)	f0afa6af
𦾱	CJK COMPATIBILITY IDEOGRAPH-2F9B0 (U+2F9B0)	f0afa6b0
𧃒	CJK COMPATIBILITY IDEOGRAPH-2F9B1 (U+2F9B1)	f0afa6b1
䕫	CJK COMPATIBILITY IDEOGRAPH-2F9B2 (U+2F9B2)	f0afa6b2
虐	CJK COMPATIBILITY IDEOGRAPH-2F9B3 (U+2F9B3)	f0afa6b3
虜	CJK COMPATIBILITY IDEOGRAPH-2F9B4 (U+2F9B4)	f0afa6b4
虧	CJK COMPATIBILITY IDEOGRAPH-2F9B5 (U+2F9B5)	f0afa6b5
虩	CJK COMPATIBILITY IDEOGRAPH-2F9B6 (U+2F9B6)	f0afa6b6
蚩	CJK COMPATIBILITY IDEOGRAPH-2F9B7 (U+2F9B7)	f0afa6b7
蚈	CJK COMPATIBILITY IDEOGRAPH-2F9B8 (U+2F9B8)	f0afa6b8
蜎	CJK COMPATIBILITY IDEOGRAPH-2F9B9 (U+2F9B9)	f0afa6b9
蛢	CJK COMPATIBILITY IDEOGRAPH-2F9BA (U+2F9BA)	f0afa6ba
蝹	CJK COMPATIBILITY IDEOGRAPH-2F9BB (U+2F9BB)	f0afa6bb
蜨	CJK COMPATIBILITY IDEOGRAPH-2F9BC (U+2F9BC)	f0afa6bc
蝫	CJK COMPATIBILITY IDEOGRAPH-2F9BD (U+2F9BD)	f0afa6bd
螆	CJK COMPATIBILITY IDEOGRAPH-2F9BE (U+2F9BE)	f0afa6be
䗗	CJK COMPATIBILITY IDEOGRAPH-2F9BF (U+2F9BF)	f0afa6bf
蟡	CJK COMPATIBILITY IDEOGRAPH-2F9C0 (U+2F9C0)	f0afa780
